date,type,amount,currency,account,to_account,category,comment,uid
2023-12-04,Expense,82.00,RUB,Тинькофф,,Продукты,,d936ae9f-7662-4aa8-b6ca-4a11a65be946
2023-12-05,Expense,300.00,RUB,Тинькофф,,Кафе,,f73356b4-aa09-4670-9429-69c5086d3a0e
2023-12-05,Expense,1236.00,RUB,Тинькофф,,Топливо,,576f1313-0b38-4137-a4af-d15603d19ecf
2023-12-06,Expense,5000.00,RUB,Степа,,Общие расходы,,18311164-2fd7-4bd4-8386-cf89e6e98ebc
2023-12-07,Expense,153.00,RUB,Тинькофф,,Кафе,,d5f30f2a-417f-41eb-922b-a5ca00512980
2023-12-07,Income,300.00,RUB,Тинькофф,,Подвёз,,d1c1b63e-43de-4800-a354-3e26f6f091be
2023-12-07,Expense,1989.00,RUB,Тинькофф,,Машина,,d9783f67-a6ea-49c4-bb0e-97e77aad974f
2023-12-08,Expense,350.00,RUB,Тинькофф,,Кафе,,92d833ff-d0dc-4783-b0a0-e6a6f00fe71a
2023-12-10,Expense,288.00,RUB,Тинькофф,,Акки,,0dae82dc-8057-4ec2-80b0-553e7a6ff601
2023-12-11,Expense,161.00,RUB,Тинькофф,,Кафе,,89e8fa36-7853-4606-abf7-f46b9f961f5d
2023-12-11,Expense,200.00,RUB,Тинькофф,,Подписки,,a32f83ef-4231-44bc-a17a-c5dfe54865c1
2023-12-12,Expense,1000.00,RUB,Тинькофф,,Подарки,,9d3865ad-a220-46e0-b9c7-08474a4d6232
2023-12-12,Expense,135.00,RUB,Тинькофф,,Кафе,,812c9c95-93c5-4c63-96ea-4ecd6eb542b7
2023-12-12,Income,100.00,RUB,Налик,,,,218c01c7-6ca2-4e91-853f-a1b155bfaeaa
2023-12-12,Transfer,700.00,RUB,Налик,Степа,,,622b0100-d2fe-437c-aa9c-e8d14a628d04
2023-12-13,Expense,405.00,RUB,Тинькофф,,Подарки,,a7639e86-a001-4296-afae-48a2863b8828
2023-12-13,Transfer,700.00,RUB,Степа,Тинькофф,,,4fd60e3b-deaa-49ad-b334-9a4104b88964
2023-12-15,Expense,46.00,RUB,Тинькофф,,Подарки,,0a736640-949b-4bcc-8d55-4a6da8632db2
2023-12-15,Expense,92.00,RUB,Тинькофф,,,,54effc56-f523-4032-a10c-f01db3ff08fb
2023-12-15,Expense,350.00,RUB,Тинькофф,,Кафе,,68b84624-61db-49ba-9740-369723f829c0
2023-12-16,Income,3000.00,RUB,Тинькофф,,Подарок,,ac0c0aa3-90b7-407a-b39a-13fe68ed2122
2023-12-16,Expense,300.00,RUB,Тинькофф,,Досуг,,1c641e8e-3971-4338-9a39-b3b152121b40
2023-12-18,Expense,293.00,RUB,Тинькофф,,Связь и интернет,,bb837fb5-6c2b-4254-bf32-368a255731dd
2023-12-19,Expense,686.00,RUB,Тинькофф,,Хозтовары,,54e659d7-6095-4d7a-a948-ff7fcbb6cc7b
2023-12-19,Expense,5000.00,RUB,Степа,,Общие расходы,,6173c82b-30e0-49b9-849e-8df17f210286
2023-12-19,Expense,103.00,RUB,Тинькофф,,,,37049a76-9b43-4d21-9edd-ce29d118f3e5
2023-12-20,Expense,150.00,RUB,Тинькофф,,Хозтовары,,6eed109e-f529-45e3-a57d-223828dbc7bf
2023-12-20,Expense,200.00,RUB,Сбер,,Подписки,,5950432f-ee9c-4ebd-aec9-1cab11c3eeab
2023-12-21,Income,5408.00,RUB,Степа,,Стипендия,,0cfa91d2-c023-4302-9d16-a46592c34b0a
2023-12-21,Income,17626.00,RUB,Степа,,Стипендия,,b5e28df4-a206-4000-9460-ff8cd734515d
2023-12-21,Expense,1187.00,RUB,Тинькофф,,Подарки,,6dcdb6a3-ae0a-4386-a0c2-351eb5ede7ed
2023-12-21,Expense,855.00,RUB,Тинькофф,,Хозтовары,,a907cdb2-b62c-4903-8e13-2b8d8872dc87
2023-12-21,Expense,2800.00,RUB,Степа,,Дом,,3d2267c7-9857-4bc8-9040-6d4acc507d11
2023-12-21,Expense,80.00,RUB,Тинькофф,,Подарки,,0000b0a3-eba4-43ac-87e5-cc0bfcc41beb
2023-12-21,Expense,300.00,RUB,Тинькофф,,Кафе,,f0b77875-2bdf-4e45-83e2-ea540c0d6461
2023-12-21,Expense,1981.00,RUB,Тинькофф,,,,c0efbe97-f5f8-4325-9b42-b4051042dcc2
2023-12-21,Expense,1350.00,RUB,Тинькофф,,Подарки,,f0951dd5-5d4b-4255-b0ff-438452d6a819
2023-12-21,Income,300.00,RUB,Тинькофф,,Подвёз,,9a1e3ad7-ad24-417e-a29e-93affb9e0f55
2023-12-21,Transfer,20000.00,RUB,Степа,Тинькофф,,,45f2a93a-8af2-4542-9280-51185f1426fc
2023-12-21,Transfer,15000.00,RUB,Тинькофф,Накопительный тинькоф,,,d4144677-32ce-4660-9f25-176968bc8991
2023-12-22,Expense,340.00,RUB,Тинькофф,,Кафе,,93a8a784-ce99-4e88-b3c8-782385fd1c75
2023-12-22,Expense,270.00,RUB,Тинькофф,,Подарки,,ec8daabf-e03e-4191-b92d-46f56711a5a2
2023-12-22,Expense,580.00,RUB,Тинькофф,,,,a162c481-d5a2-4510-9221-a93305903d62
2023-12-22,Income,855.00,RUB,Озон,,,,7e4489ed-4942-4502-914e-db991d479c28
2023-12-23,Expense,71.00,RUB,Сбер,,Комп,,07d0536b-e32d-42e2-8f17-099ad48560a7
2023-12-24,Expense,527.00,RUB,Тинькофф,,Подарки,,009d99ff-f222-4aa0-a96a-42b4180801be
2023-12-24,Expense,1270.00,RUB,Тинькофф,,Кафе,,c8d5285d-8f27-4823-85be-ba2d52739e6a
2023-12-24,Income,500.00,RUB,Налик,,,,e271a242-db06-442b-8caf-b56ab840a5d1
2023-12-24,Expense,699.00,RUB,Тинькофф,,Подарки,,dca303a0-863d-4749-b78f-6a501223eab9
2023-12-24,Income,180.00,RUB,Тинькофф,,,,b54d5cea-0343-4039-bba8-4b24d06333ae
2023-12-24,Transfer,500.00,RUB,Тинькофф,Налик,,,cc187825-cedf-4414-84a1-f2323a782d03
2023-12-25,Income,12783.00,RUB,Степа,,Пенсия,,961042f8-d810-4911-94fe-24f8c0831b8c
2023-12-25,Expense,360.00,RUB,Тинькофф,,Кафе,,98e37793-61eb-455d-9c58-a5eab5c875ef
2023-12-25,Expense,170.00,RUB,Тинькофф,,Продукты,,1b7b5d30-57f7-4b71-acae-246a81e35b46
2023-12-25,Expense,700.00,RUB,Тинькофф,,Стрижка и тп,,ac6b5ce9-be0c-49b8-aebb-17bc0d1625e6
2023-12-25,Expense,300.00,RUB,Тинькофф,,Документы,,4d2496c3-9d2a-4e55-9f3f-3698f662eff4
2023-12-25,Income,500.00,RUB,Тинькофф,,Кэшбэк,,af2a959c-cad8-4aed-85dd-bd4636d87cf3
2023-12-25,Transfer,13000.00,RUB,Степа,Накопительный сбер,,,84decf84-c963-42ee-8823-54341f558e6c
2023-12-25,Transfer,1500.00,RUB,Степа,Тинькофф,,,8ce090a4-37dd-4e43-b808-042e6ab14aa4
2023-12-26,Income,300.00,RUB,Степа,,Подарок,,95961fd2-f444-4fa5-b05d-148e7a3f131c
2023-12-26,Income,1000.00,RUB,Тинькофф,,Подарок,,71509ada-036a-449f-b028-55b197c0e7d1
2023-12-26,Income,2000.00,RUB,Степа,,Подарок,,04034a25-3959-4ce3-813b-1abad61065d6
2023-12-26,Income,3000.00,RUB,Степа,,Подарок,,570e693e-1ecc-4daf-a68b-e19b823dae0d
2023-12-26,Income,2000.00,RUB,Тинькофф,,Подарок,,b619d888-212f-4cd5-bb47-f2a3d14b929b
2023-12-26,Income,3000.00,RUB,Степа,,Подарок,,2b88dc56-8462-485a-81bf-f06b516f9f0b
2023-12-26,Income,5000.00,RUB,Тинькофф,,Подарок,,d42de29d-6174-4213-9cfd-063dcdbc920f
2023-12-26,Expense,3225.00,RUB,Тинькофф,,Кафе,,8cd01d40-2883-40e6-9b8d-f11c1b15f628
2023-12-26,Expense,100.00,RUB,Налик,,Кафе,,1565b535-0f1c-4a1e-857d-a5966b2fb0d0
2023-12-26,Expense,1380.00,RUB,Тинькофф,,Топливо,,df4fe2bf-f4e8-450f-8250-e7789fff74b4
2023-12-26,Transfer,1000.00,RUB,Тинькофф,Налик,,,1b3a7466-5575-4f98-9dd0-2a53a7028691
2023-12-26,Transfer,2000.00,RUB,Налик,Тинькофф,,,b1b9b1f2-0bf6-41ba-95cc-703c96304ee2
2023-12-27,Expense,70.00,RUB,Степа,,Банковские услуги,,aa9f4095-d8a7-4043-94e7-f0cf5d4d6967
2023-12-27,Income,2000.00,RUB,Налик,,Подарок,,230b93e0-ab9b-4e04-ae72-593ece210ecb
2023-12-27,Expense,346.00,RUB,Тинькофф,,Топливо,,449d0102-a034-4a08-be8d-75e349984433
2023-12-27,Income,2.00,RUB,Тинькофф,,,,4abc4655-eca4-42c6-b00f-82602c6f268f
2023-12-27,Expense,294.00,RUB,Степа,,,,65148755-6bb1-4efe-913d-133a597cea8b
2023-12-27,Transfer,7001.00,RUB,Степа,Тинькофф,,,3dcab5b2-6ff7-4345-89bd-42b056b8d3ee
2023-12-27,Transfer,10000.00,RUB,Тинькофф,Накопительный тинькоф,,,74cc2365-54c1-4b06-8c3d-4687a4eda33f
2023-12-28,Income,320.00,RUB,Тинькофф,,Подвёз,,84756df6-2f3d-4837-a72b-ec48a7b6224b
2023-12-28,Income,100.00,RUB,Степа,,На расходы,,240cf95e-8cc1-4b53-84cc-83188d68a622
2023-12-28,Expense,122.00,RUB,Тинькофф,,Акки,,7f5bf1cd-5904-4957-b078-a251ea167960
2023-12-28,Transfer,400.00,RUB,Тинькофф,Степа,,,5412d59d-f72d-47fd-b6c4-8c79e0e6efba
2023-12-28,Transfer,2000.00,RUB,Налик,Тинькофф,,,6885feb2-db58-4065-b7df-d43faa70470c
2023-12-29,Expense,50.00,RUB,Тинькофф,,Продукты,,465c3ee3-cd0d-4fbb-8380-7ea228667786
2023-12-29,Expense,967.00,RUB,Тинькофф,,Топливо,,bf7657b7-c10a-44e1-9312-4fbe90ac65a6
2023-12-29,Expense,160.00,RUB,Тинькофф,,Связь и интернет,,d9bdc2b7-f6ac-4175-88dc-17c0158f1c7d
2023-12-29,Expense,260.00,RUB,Тинькофф,,Подарки,,6c93efb9-ac84-40cd-b3a8-edafce88a7c3
2023-12-29,Transfer,1400.00,RUB,Степа,Тинькофф,,,653607ae-1eef-4c1a-b6b9-15b839efcebe
2023-12-31,Expense,417.00,RUB,Тинькофф,,Семья,,f6fda0c3-2dbb-4825-bdd7-8eeda233b819
2023-12-31,Expense,177.00,RUB,Тинькофф,,Продукты,,d07a307f-7429-43ca-8756-afb627ffde8d
2023-12-31,Expense,487.00,RUB,Тинькофф,,Топливо,,d4235d8e-c1e9-4614-930c-2e36d7e4e477
2024-01-01,Income,1000.00,RUB,Тинькофф,,Подарок,,a05eac3b-431c-4695-b82b-014a27e69f6f
2024-01-02,Expense,199.00,RUB,Тинькофф,,Подписки,,35704bbd-3ad6-4b11-8def-733217f69268
2024-01-03,Income,1475.00,RUB,Тинькофф,,Подарок,,61b29562-70ea-4261-a479-72b26af6fb7d
2024-01-03,Expense,77.00,RUB,Тинькофф,,,,6226f1c9-529d-4801-8459-1a74536905cd
2024-01-03,Expense,56.00,RUB,Тинькофф,,Продукты,,d9cb06a1-fcf4-42f6-a955-5af0dc3f62ff
2024-01-04,Expense,352.00,RUB,Тинькофф,,Интернет магазин,,a340f6d3-7d1a-414a-b6fa-7a4e2f0c1fb4
2024-01-04,Expense,855.00,RUB,Озон,,Интернет магазин,,27ef912f-11b4-4c0f-b8b9-fe51e811c17a
2024-01-06,Expense,530.00,RUB,Тинькофф,,Связь и интернет,,cddc0c86-f0c2-43be-a0b8-2959033308d5
2024-01-08,Income,800.00,RUB,Налик,,На расходы,,6277bcbd-c9bf-4553-9789-f0151484f334
2024-01-08,Transfer,500.00,RUB,Налик,Тинькофф,,,0d921b74-4cdb-493c-8506-d54a085f80a6
2024-01-09,Expense,1338.00,RUB,Тинькофф,,Топливо,,189cd2ef-b1bf-49ed-88f6-9af6885f0c47
2024-01-10,Expense,70.00,RUB,Тинькофф,,Продукты,,c6428949-d8eb-416f-81af-86ccc060e239
2024-01-10,Expense,1266.00,RUB,Тинькофф,,Топливо,,9ff71d21-5573-4775-8f27-c79156749b32
2024-01-10,Income,320.00,RUB,Тинькофф,,Подвёз,,d7c59755-1f9b-447a-ad87-6eded111a181
2024-01-10,Expense,200.00,RUB,Тинькофф,,Подписки,,3a9b73d7-7ebd-4a12-9e38-504427a25631
2024-01-10,Expense,2600.00,RUB,Накопительный сбер,,Дом,,eb6cbe2b-6d44-4c74-bc6c-b3fbdb05133f
2024-01-10,Expense,5000.00,RUB,Накопительный сбер,,Общие расходы,,19fc3b69-5828-4ffa-94cb-cae98fe33000
2024-01-11,Expense,110.00,RUB,Тинькофф,,Подарки,,395ee873-2b26-4dce-8fba-1c0538c47a4c
2024-01-11,Expense,300.00,RUB,Накопительный сбер,,Налоги,,1705485f-0b34-4dfa-9f21-a5802b5939f6
2024-01-11,Expense,393.00,RUB,Тинькофф,,Комп,,58620514-4571-4d35-b962-88e2d892957b
2024-01-11,Expense,1599.00,RUB,Тинькофф,,Комп,,5fbb5d63-8609-4a5c-aa20-57dc871c1a17
2024-01-12,Income,2000.00,RUB,Тинькофф,,На расходы,,7a15342b-daa1-4ec7-a7fb-ebe8274149b5
2024-01-12,Expense,1300.00,RUB,Тинькофф,,Машина,,2f45e6a4-8114-4543-ac55-b3a0a39fddfb
2024-01-15,Expense,293.00,RUB,Тинькофф,,Связь и интернет,,49434478-9bde-44ca-a522-e748a8237b8e
2024-01-15,Expense,150.00,RUB,Тинькофф,,,,52a91961-f8c1-497a-bb91-4db8dfeb19fb
2024-01-18,Expense,350.00,RUB,Тинькофф,,Кафе,,9df87a97-c287-4a7c-9cb1-4eebc37ad803
2024-01-18,Expense,1090.00,RUB,Тинькофф,,Топливо,,3bc6d290-f938-4b4e-85ee-f05c7060cb48
2024-01-18,Expense,500.00,RUB,Тинькофф,,Машина,,47a60ea0-1797-4095-8c6f-c0ead2cfcb09
2024-01-19,Income,1138.00,RUB,Тинькофф,,,,11190740-1217-4342-9341-eda2957873ad
2024-01-19,Expense,5000.00,RUB,Накопительный сбер,,Здоровье,,637c73a6-0393-461d-ae35-6bdbeeb15f54
2024-01-19,Expense,110.00,RUB,Тинькофф,,Продукты,,0afd46d1-33bf-425b-bd2d-73c53a7c494f
2024-01-19,Expense,287.00,RUB,Тинькофф,,Хозтовары,,c7ec8eff-2168-494d-bccd-43b57d8fed14
2024-01-19,Expense,120.00,RUB,Тинькофф,,Подписки,,39f5cf32-1005-4dd4-9d4c-bd2b14947b2c
2024-01-19,Expense,29.00,RUB,Сбер,,,,c9da123f-91db-4824-a108-ca6a41e41e58
2024-01-19,Expense,44.00,RUB,Степа,,,,3e808d87-6423-45cc-908e-602ba6cb47b7
2024-01-19,Expense,33.00,RUB,Тинькофф,,Акки,,e5b73c1a-0576-4095-afe7-082964656ee8
2024-01-22,Income,500.00,RUB,Налик,,Подвёз,,d95fa032-cef7-45f9-a1a7-45bab5f5f7c8
2024-01-22,Expense,100.00,RUB,Налик,,,,cf3fbf50-d3d6-426c-a84d-702d261cf1f6
2024-01-23,Expense,89.00,RUB,Тинькофф,,Образование,,75841848-b25e-492d-aa14-2a29f18f45b7
2024-01-25,Income,15943.00,RUB,Степа,,Стипендия,,dc9cef86-7a0d-42f6-945a-87e934e338c0
2024-01-25,Income,13741.00,RUB,Степа,,Пенсия,,0c4245d2-3137-428f-98f5-e290135ed5d6
2024-01-25,Income,500.00,RUB,Степа,,Подарок,,179f0d2d-971e-4d20-9199-f65874f897e3
2024-01-25,Expense,1103.00,RUB,Тинькофф,,Топливо,,64d5bb61-d4c5-4fde-a7d2-5773953f1db6
2024-01-25,Income,1000.00,RUB,Степа,,На расходы,,326043ef-2c92-4898-8836-6ffe9f52fcde
2024-01-25,Expense,99.00,RUB,Тинькофф,,Подписки,,4838b1fc-2990-4cd4-932a-2e483e73c82a
2024-01-25,Transfer,5000.00,RUB,Степа,Тинькофф,,,6ce78e81-c4a6-4d39-9825-2b397f47b6f3
2024-01-25,Transfer,5000.00,RUB,Степа,Накопительный тинькоф,,,1cee898c-1ec6-4bde-8b0e-efd4c205edd7
2024-01-25,Transfer,12000.00,RUB,Степа,Накопительный сбер,,,439b6a0e-14a2-4055-901f-d3128fc501f8
2024-01-26,Expense,1244.00,RUB,Тинькофф,,Топливо,,af8665e7-2897-48bc-8521-dcb92f71e54a
2024-01-26,Expense,65.00,RUB,Тинькофф,,Кафе,,2abddf87-38aa-422b-87bf-ac48e2d1b0a4
2024-01-26,Expense,159.00,RUB,Тинькофф,,Кафе,,c95fe59a-b640-4494-9607-5414df2950d8
2024-01-26,Expense,330.00,RUB,Тинькофф,,Продукты,,b76f4030-747f-42dd-8b73-dcb5baa0aaff
2024-01-26,Transfer,1000.00,RUB,Степа,Тинькофф,,,f7140e71-897c-4b54-ad0c-b74842a54da9
2024-01-27,Expense,70.00,RUB,Степа,,Банковские услуги,,d5e15623-89e0-4bd7-95fb-644691d4130b
2024-01-28,Income,1500.00,RUB,Тинькофф,,На расходы,,92c26d9f-61c7-4046-a3bd-1273977dc289
2024-01-28,Expense,983.00,RUB,Тинькофф,,Связь и интернет,,04e6e056-b0c3-49d8-87ab-fc807537cf40
2024-01-28,Expense,486.00,RUB,Тинькофф,,Машина,,cbf2365c-9856-46b0-a114-950e6718b174
2024-01-28,Transfer,1000.00,RUB,Степа,Тинькофф,,,9168c54f-39fa-433e-ae46-15a99f9f5b82
2024-01-28,Transfer,2000.00,RUB,Степа,Тинькофф,,,012fad37-7690-4b16-aca1-55bc7c444606
2024-01-28,Transfer,1800.00,RUB,Степа,Тинькофф,,,548c34b5-750c-4bca-8d88-b1b7deb0c836
2024-01-29,Expense,256.00,RUB,Тинькофф,,Интернет магазин,,12b50873-2e3a-4f06-bf7e-c9b0e049df6e
2024-01-29,Income,300.00,RUB,Налик,,На расходы,,655fa6fa-cbc3-437b-a8b4-5cc15acdd9ee
2024-01-30,Expense,946.00,RUB,Тинькофф,,Топливо,,1ddf7603-45ff-41b2-ac3f-a376d8d257c1
2024-01-30,Expense,907.00,RUB,Тинькофф,,Топливо,,bdfc24dc-2f3f-436b-a4a3-54c06c48b419
2024-01-30,Expense,220.00,RUB,Тинькофф,,Кафе,,5b7a1c5a-ff80-41dc-ab86-0462ccb21055
2024-01-30,Expense,5000.00,RUB,Накопительный сбер,,Общие расходы,,bcca493e-deed-4e5c-92f6-9e11de796741
2024-01-30,Expense,2800.00,RUB,Накопительный сбер,,Дом,,74dd4ae8-58a4-4d67-bdea-162c8d1e4604
2024-01-30,Transfer,3000.00,RUB,Степа,Накопительный сбер,,,b692097a-9659-4548-9007-620c867746dc
2024-01-31,Income,200.00,RUB,Налик,,Выезд  RSK,,688d4337-c79d-4f0a-ba22-4035886e0da9
2024-01-31,Expense,392.00,RUB,Тинькофф,,Комп,,a230dc9f-8f78-45e4-b8f8-b28eb10e7aa4
2024-02-01,Income,1200.00,RUB,Налик,,Зарплата,,de4a8ddb-5c3d-4e8c-bcf9-9b3b62d2f2b8
2024-02-01,Expense,199.00,RUB,Тинькофф,,Подписки,,72eb83ce-fcaa-4790-aefd-903a0db4fc6a
2024-02-01,Income,150.00,RUB,Налик,,Выезд  RSK,,e0845057-481b-472e-b97f-e708742ee327
2024-02-02,Income,1683.00,RUB,Степа,,Стипендия,,6f520323-abc1-4ea5-ab39-e818e27c0c6e
2024-02-02,Expense,22.00,RUB,Тинькофф,,Продукты,,30f60872-2b65-4a74-bc7f-c3432385833c
2024-02-02,Income,300.00,RUB,Налик,,Выезд  RSK,,1409464f-0c6e-4a44-b9f0-7bd2f5d1206a
2024-02-02,Income,50.00,RUB,Налик,,,,b53a34e5-a959-4b37-ba93-03b54d552d31
2024-02-02,Expense,245.00,RUB,Тинькофф,,Кафе,,6ac67192-997b-465a-b3f7-da5db37527d4
2024-02-02,Transfer,1700.00,RUB,Степа,Накопительный сбер,,,38fd92e4-049a-4bf2-8cf3-170c6de2919a
2024-02-03,Expense,56.00,RUB,Тинькофф,,Образование,,8b205abf-ef25-4d93-ae5d-19f459241988
2024-02-03,Expense,1017.00,RUB,Тинькофф,,Топливо,,a65473a9-2a03-44b4-aafe-dd25bbf197f8
2024-02-03,Expense,200.00,RUB,Тинькофф,,Машина,,c9d4ac91-3ab9-46ae-8687-e94dc699fee1
2024-02-03,Expense,333.00,RUB,Тинькофф,,,,bd1cea14-401d-4437-af8e-43cae1bc90d5
2024-02-03,Expense,108.00,RUB,Тинькофф,,Хозтовары,,485e3bb5-1ce7-41c5-8c06-67da8524fa9b
2024-02-03,Expense,815.00,RUB,Тинькофф,,Продукты,,091bc501-cf53-4387-9583-578928ad8e93
2024-02-03,Expense,513.00,RUB,Тинькофф,,Подарки,,872e9867-c8db-46b9-9ff6-6f9e443b58e4
2024-02-03,Expense,714.00,RUB,Тинькофф,,Подарки,,c10c95c3-2227-4a21-839f-b007a700a925
2024-02-03,Transfer,2850.00,RUB,Налик,Тинькофф,,,72a3a47f-9f49-47c3-bdb8-7c979f954f8a
2024-02-03,Transfer,2000.00,RUB,Накопительный сбер,Тинькофф,,,6795f9b1-259a-4cf0-af55-caf6d79650e7
2024-02-04,Expense,779.00,RUB,Тинькофф,,Подарки,,3ca21348-4d3e-4234-afb0-167fa7313779
2024-02-04,Income,200.00,RUB,Тинькофф,,Подвёз,,42348191-9808-403a-ae1f-7d44cd31cc9d
2024-02-04,Expense,79.00,RUB,Тинькофф,,Продукты,,75991a30-b35d-4e8f-9270-232a00b70ef5
2024-02-04,Expense,325.00,RUB,Тинькофф,,Продукты,,d5d83ce7-1e45-4b67-9f6e-9bde7dce9ad0
2024-02-05,Expense,156.00,RUB,Тинькофф,,Кафе,,e25ebe2b-7065-4145-975f-582847e2a4f5
2024-02-06,Expense,201.00,RUB,Тинькофф,,Кафе,,44755cb7-cf24-4184-95b2-2362106a4d80
2024-02-08,Expense,71.00,RUB,Тинькофф,,Продукты,,815f1a15-944b-4aed-98e1-7233b2739a62
2024-02-08,Expense,40.00,RUB,Тинькофф,,Продукты,,37a9417f-0395-4967-b4a2-a228acffc8cf
2024-02-09,Expense,1536.00,RUB,Тинькофф,,Топливо,,339feb4f-bcf7-44e5-8fb7-c48926fd65f4
2024-02-09,Expense,200.00,RUB,Тинькофф,,Подписки,,ae8ff4ae-49bd-437f-afce-4250330ff48a
2024-02-09,Expense,215.00,RUB,Тинькофф,,Кафе,,21af80a6-04f7-4bba-9ff1-ff1116f24ea0
2024-02-10,Expense,160.00,RUB,Тинькофф,,Связь и интернет,,f7925325-f357-46a4-8d85-4cb775119b51
2024-02-10,Expense,125.00,RUB,Тинькофф,,Продукты,,fe27ef3c-8ca4-4264-b65b-a07a2e695944
2024-02-11,Expense,190.00,RUB,Тинькофф,,Кафе,,c82b0bd8-f7b7-4b9d-910d-933d3caa01f7
2024-02-12,Expense,154.00,RUB,Тинькофф,,Кафе,,9fda8e29-b71e-4b35-8936-efee9c183006
2024-02-12,Expense,1000.00,RUB,Накопительный сбер,,Дом,,95e9c5cf-d38b-4cb3-bd1a-9922c203e82f
2024-02-12,Expense,50.00,RUB,Степа,,Дом,,9846bfa3-7c28-423f-a8c5-5358abbcc0ad
2024-02-13,Expense,176.00,RUB,Тинькофф,,Кафе,,6050735c-3085-4e5a-b357-c9000ab1c1de
2024-02-13,Expense,398.00,RUB,Тинькофф,,Подарки,,61a115e7-3d65-43cb-94cb-3784b77d2595
2024-02-14,Expense,250.00,RUB,Тинькофф,,Кафе,,61e09f81-99a0-4759-8109-424feca5384f
2024-02-15,Expense,770.00,RUB,Тинькофф,,Продукты,,5920df3b-16cf-4b29-9884-da92e0aa90db
2024-02-16,Expense,5000.00,RUB,Накопительный сбер,,Общие расходы,,88aa13aa-bf11-4cfc-83a2-036b89240812
2024-02-16,Expense,1454.00,RUB,Тинькофф,,Топливо,,f53b3727-7df4-4cf9-a63f-3f292ce4b3e5
2024-02-16,Expense,200.00,RUB,Тинькофф,,Подарки,,a6968aa4-856d-4cf3-9de0-cf71265940e3
2024-02-16,Expense,102.00,RUB,Тинькофф,,Подарки,,63d75837-65b5-44d6-b0cf-6d412f9164c7
2024-02-16,Transfer,1000.00,RUB,Накопительный сбер,Тинькофф,,,6a705ca2-059d-4123-a0eb-13e89413d8c8
2024-02-19,Expense,215.00,RUB,Степа,,Подписки,,94bbe8fe-2f06-48d4-ac99-d4d2d33c3dcc
2024-02-19,Income,627.00,RUB,Тинькофф,,,,f2d1b5cc-3172-4844-b92c-073dc3bce4a0
2024-02-19,Expense,370.00,RUB,Тинькофф,,Подарки,,d9faf4c7-c6ee-4a27-8164-435f2bfb9f24
2024-02-20,Expense,285.00,RUB,Тинькофф,,Кафе,,bfd313d7-92b7-4504-a149-4b9aa0279ee2
2024-02-20,Income,300.00,RUB,Тинькофф,,Подвёз,,ed3e55d3-c57d-44d1-a175-1edff4a05d88
2024-02-21,Income,200.00,RUB,Налик,,Подвёз,,2da3b522-33be-460e-bf7a-41ab24ed9198
2024-02-21,Expense,1500.00,RUB,Тинькофф,,Топливо,,b791b1a4-2ec2-4f9c-b0d2-2f2b6152913c
2024-02-22,Income,13741.00,RUB,Степа,,Пенсия,,43abb1a0-c119-4a00-9296-222511b90733
2024-02-22,Income,900.00,RUB,Тинькофф,,Подвёз,,3f805394-6e4d-4fb9-9ba9-d922d949f12a
2024-02-22,Income,1000.00,RUB,Тинькофф,,Подарок,,b3aa521e-d36b-48e4-9dcd-a058b3b44531
2024-02-22,Expense,1434.00,RUB,Тинькофф,,Топливо,,b865ad52-8eae-43d2-828b-57f6b7da2058
2024-02-22,Income,400.00,RUB,Тинькофф,,Подвёз,,e0f6de9e-6309-4609-962c-95e7d22e62f9
2024-02-22,Transfer,11500.00,RUB,Степа,Накопительный сбер,,,f8ddcad1-213a-4d3f-90c1-3ef5c6df8289
2024-02-22,Transfer,2000.00,RUB,Степа,Тинькофф,,,50e58df5-f4d0-45f2-9b6f-414d0d0da095
2024-02-23,Income,1000.00,RUB,Тинькофф,,Подарок,,1dc8cb98-85c5-4f14-881c-3aad7750999f
2024-02-24,Expense,1242.00,RUB,Тинькофф,,Топливо,,584fd889-d990-4a0e-8fcf-7b34a7fbd1fc
2024-02-24,Expense,710.00,RUB,Тинькофф,,Подарки,,8f62feb1-ba8f-4d5a-af1a-c157b477c266
2024-02-26,Income,500.00,RUB,Тинькофф,,Подвёз,,a9826384-e488-4be3-9b72-aafe38a6db08
2024-02-26,Income,210.00,RUB,Тинькофф,,На расходы,,c79ad156-50c7-439c-9d67-4453053e64ed
2024-02-26,Expense,68.00,RUB,Тинькофф,,Кафе,,2e940f4e-0352-42bc-bf31-d706c5da91f3
2024-02-27,Expense,7.00,RUB,Степа,,Банковские услуги,,d5b88f64-8691-4bbb-9d48-8630bffd0009
2024-02-27,Expense,530.00,RUB,Тинькофф,,Связь и интернет,,b1d8ed44-6766-4ad8-ba8e-21e2ac7b1346
2024-02-27,Expense,527.00,RUB,Тинькофф,,Подарки,,a61e1087-3a7e-42e0-86af-98a467eb2994
2024-02-27,Expense,98.00,RUB,Тинькофф,,Подписки,,d796f9ae-f1eb-4ebf-a8cc-4962e495a01e
2024-02-28,Income,4875.00,RUB,Степа,,Стипендия,,dd8b2978-bb38-451a-9359-5d18300fc721
2024-02-28,Expense,2800.00,RUB,Степа,,Дом,,154f43e6-4147-47ab-9ed0-1c70703aecfc
2024-02-28,Expense,103.00,RUB,Тинькофф,,Продукты,,c4c68e54-0538-433f-bf5d-c08a5fc3351e
